通知人,标题,日期,详情链接,附件名,附件下载次数,附件链接码
教学运行,关于做好2023-2024学年第二学期排课准备工作的通知,2023-09-20,https://jwch.fzu.edu.cn/../info/1036/13013.htm,None,None,None
实践科,关于公布第十二届大学生软件设计与服务外包创新创业竞赛获奖名单的通知,2023-09-19,https://jwch.fzu.edu.cn/../info/1039/13011.htm,None,None,None
计划科,关于2023-2024学年第一学期爱课程平台参加通识教育选修课学习的重要提示,2023-09-18,https://jwch.fzu.edu.cn/../info/1038/13001.htm,None,None,None
计划科,关于通识选修课《爱课程：美化嗓音 轻松讲课》开课的友情提示,2023-09-18,https://jwch.fzu.edu.cn/../info/1038/13000.htm,None,None,None
实践科,关于公布省级以上大学生创新创业训练计划项目结题成绩的通知,2023-09-15,https://jwch.fzu.edu.cn/../info/1039/12999.htm,福州大学2022年省级及以上大学生创新创业训练计划项目结题成绩汇总表.xls,2704,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13134050
实践科,关于公布第二十七、二十八期本科生科研训练计划项目结题成绩的通知,2023-09-15,https://jwch.fzu.edu.cn/../info/1039/12998.htm,福州大学第二十七期本科生科研训练计划项目结题成绩汇总表.xls,2391,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13134048
质量办,关于举办福州大学第四十六场“教学有道”研讨活动的通知,2023-09-14,https://jwch.fzu.edu.cn/../info/1040/12997.htm,None,None,None
教研教改,福州大学关于公布2023级 “嘉锡化学拔尖班”学生名单的通知,2023-09-14,https://jwch.fzu.edu.cn/../info/1037/12996.htm,None,None,None
教研教改,福州大学关于公布2023级“数理综合班”学生名单的通知,2023-09-14,https://jwch.fzu.edu.cn/../info/1037/12995.htm,None,None,None
教研教改,福州大学关于公布2023级“数理金融实验班”学生名单的通知,2023-09-14,https://jwch.fzu.edu.cn/../info/1037/12994.htm,None,None,None
教学运行,关于2023-2024学年第一学期重新学习选课、缴费的通知,2023-09-11,https://jwch.fzu.edu.cn/../info/1036/12983.htm,None,None,None
教学运行,关于做好2023年参军退役学生转专业的通知,2023-09-08,https://jwch.fzu.edu.cn/../info/1036/12981.htm,福州大学本科生转专业管理实施办法（暂行）.docx,1211,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13053671
教学运行,关于9月7日开展线上教学的紧急通知,2023-09-06,https://jwch.fzu.edu.cn/../info/1036/12977.htm,None,None,None
教学运行,关于受第11号台风“海葵”影响课程调整的通知,2023-09-06,https://jwch.fzu.edu.cn/../info/1036/12973.htm,None,None,None
计划科,关于公布2023-2024学年第一学期通选课取消开课名单的通知,2023-09-05,https://jwch.fzu.edu.cn/../info/1038/12962.htm,None,None,None
综合科,关于召开2023-2024学年秋季学期期初本科教育教学工作会议的通知,2023-09-01,https://jwch.fzu.edu.cn/../info/1035/12955.htm,None,None,None
教研教改,关于公布参加2023级“数理综合班”选拔面试学生名单的通知,2023-08-30,https://jwch.fzu.edu.cn/../info/1037/12953.htm,None,None,None
教研教改,关于公布参加2023级“嘉锡化学拔尖班”选拔面试学生名单的通知,2023-08-30,https://jwch.fzu.edu.cn/../info/1037/12952.htm,None,None,None
计划科,关于2023级学生选修《大学信息技术基础》的通知,2023-08-30,https://jwch.fzu.edu.cn/../info/1038/12951.htm,None,None,None
教研教改,关于公布参加2023级“数理金融实验班”选拔面试学生名单的通知,2023-08-29,https://jwch.fzu.edu.cn/../info/1037/12942.htm,None,None,None
实践科,关于做好2022-2023学年度本科毕业论文（设计）抽检工作的通知,2023-08-29,https://jwch.fzu.edu.cn/../info/1039/12939.htm,附件1：专家信息汇总表.xlsx,2601,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13050845
综合科,关于2023-2024学年第一学期本科生学生证和火车票优惠卡补办及火车票优惠卡更改区间的通知,2023-08-27,https://jwch.fzu.edu.cn/../info/1035/12937.htm,None,None,None
教学运行,关于2023-2024第一学期辅修专业补退选、缴费的通知,2023-08-27,https://jwch.fzu.edu.cn/../info/1036/12936.htm,None,None,None
质量办,关于开学第一周集中听课的通知,2023-08-27,https://jwch.fzu.edu.cn/../info/1040/12935.htm,附件1：福州大学课堂教学质量评估表.doc,1087,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049655
综合科,关于2023级福州大学本科生学生证信息采集的通知,2023-08-27,https://jwch.fzu.edu.cn/../info/1035/12934.htm,None,None,None
教学运行,关于2023-2024第一学期学期选课补退选的通知,2023-08-26,https://jwch.fzu.edu.cn/../info/1036/12933.htm,None,None,None
计划科,关于2023-2024学年第一学期港澳台侨学生思政课和军事课程退选替代的通知,2023-08-26,https://jwch.fzu.edu.cn/../info/1038/12932.htm,港澳台侨学生思政课和军事课程退选申请表.docx,1505,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049258
计划科,关于2023-2024学年第一学期通识教育选修课选课的通知,2023-08-26,https://jwch.fzu.edu.cn/../info/1038/12931.htm,超星尔雅使用手册（学生版）.pdf,3430,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049254
教研教改,福州大学关于开展2023级“嘉锡化学拔尖班”招生工作的通知,2023-08-26,https://jwch.fzu.edu.cn/../info/1037/12929.htm,附件1：福州大学2023级“嘉锡化学拔尖班”招生简章.doc,2335,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049235
教研教改,福州大学关于开展2023级“数理综合班”招生工作的通知,2023-08-26,https://jwch.fzu.edu.cn/../info/1037/12927.htm,附件2：承诺书.doc,1200,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049232
教研教改,福州大学关于开展2023级“数理金融实验班”招生工作的通知,2023-08-26,https://jwch.fzu.edu.cn/../info/1037/12926.htm,附件3：2023级数理金融实验班申请表.doc,1082,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049229
实践科,福州大学关于公布2023年本科生开放探索性实验项目（课程）评选结果的通知,2023-08-23,https://jwch.fzu.edu.cn/../info/1039/12923.htm,None,None,None
综合科,关于开展智慧教室使用培训工作的通知,2023-08-21,https://jwch.fzu.edu.cn/../info/1035/12913.htm,None,None,None
实践科,关于转发《关于举办第十三届海峡两岸信息服务创新大赛暨福建省第十七届计算机软件设计大赛的通知》的通知,2023-08-21,https://jwch.fzu.edu.cn/../info/1039/12912.htm,闽工信联软件〔2023〕31号关于举办第十三届海峡两岸信息服务创新大赛暨福建省第十七届计算机软件设计大赛的通知.pdf,1084,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13048683
实践科,关于开展大学生校外实践教学基地检查评估的通知,2023-08-14,https://jwch.fzu.edu.cn/../info/1039/12903.htm,附件1：福州大学校外实习教学基地一览表（2022年9月）.xlsx,7891,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13045827
质量办,关于举办福州大学第四十五场“教学有道”研讨活动的通知,2023-08-04,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1040&wbnewsid=12893,None,None,None
综合科,关于本科教学管理系统及其相关业务系统暂停使用的通知,2023-08-02,https://jwch.fzu.edu.cn/../info/1035/12892.htm,None,None,None
综合科,教务处关于2023年暑假用印安排的通知,2023-07-08,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1035&wbnewsid=12884,None,None,None
实践科,关于公布福州大学2023届本科生优秀毕业设计（论文）名单的通知,2023-07-05,https://jwch.fzu.edu.cn/../info/1039/12881.htm,附件：福州大学2023届优秀本科生毕业设计（论文）名单.doc,3685,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13037663
综合科,关于召开2022-2023学年春季学期期末本科教育教学工作会议的通知,2023-07-03,https://jwch.fzu.edu.cn/../info/1035/12874.htm,None,None,None
教学运行,关于做好期末复习考试及下学期开学等工作的通知,2023-06-30,https://jwch.fzu.edu.cn/../info/1036/12870.htm,None,None,None
质量办,关于举办福州大学第四十四场“教学有道”研讨活动的通知,2023-06-30,https://jwch.fzu.edu.cn/../info/1040/12868.htm,None,None,None
实践科,关于参加“2023高教社杯全国大学生数学建模竞赛”报名与集训的通知,2023-06-29,https://jwch.fzu.edu.cn/../info/1039/12867.htm,附件：2023高教社杯全国大学生数学建模竞赛福州大学队伍的报名操作流程.pdf,6964,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13031762
质量办,关于开展2023年度教师本科教学综合测评工作的通知,2023-06-28,https://jwch.fzu.edu.cn/../info/1040/12864.htm,关于开展2023年度教师本科教学综合测评工作的通知.doc,1652,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13003807
计划科,关于核对2023-2024学年第一学期通识教育选修课开课信息的有关通知,2023-06-27,https://jwch.fzu.edu.cn/../info/1038/12863.htm,None,None,None
实践科,关于公布2023年国家级、省级大学生创新创业训练计划推荐立项项目的通知,2023-06-26,https://jwch.fzu.edu.cn/../info/1039/12862.htm,2023年国家级、省级大学生创新创业训练计划推荐项目汇总表.doc,5246,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13002268
教学运行,关于2022-2023学年第二学期大学英语拓展课程期末考试安排的通知,2023-06-21,https://jwch.fzu.edu.cn/../info/1036/12850.htm,202202英语拓展课考试7.3上、下午.xls,982,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12999540
教学运行,关于2022-2023学年第二学期《大学物理A（上）、B（上）、C》课程期末考试安排的通知,2023-06-21,https://jwch.fzu.edu.cn/../info/1036/12848.htm,2202大学物理B 期末考7.6下午.xlsx,1151,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12999539
实践科,关于举办2023年福州大学大学生工程实践与创新能力大赛暨2023年福建省大学生工程实践与创新能力大赛福州大学分区赛的通知,2023-06-20,https://jwch.fzu.edu.cn/../info/1039/12847.htm,附件3：2023年福州大学大学生工程实践与创新能力大赛命题与运行.pdf,3483,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12999431
实践科,关于公布第十四届企业经营模拟沙盘对抗赛获奖名单的通知,2023-06-20,https://jwch.fzu.edu.cn/../info/1039/12846.htm,None,None,None
实践科,关于公布2023年大学生电子设计竞赛暨全国大学生电子设计竞赛选拔赛获奖名单的通知,2023-06-20,https://jwch.fzu.edu.cn/../info/1039/12845.htm,None,None,None
实践科,关于公布第二十届程序设计竞赛获奖名单的通知,2023-06-20,https://jwch.fzu.edu.cn/../info/1039/12844.htm,None,None,None
实践科,关于公布2023年第二十三届数学竞赛获奖名单的通知,2023-06-20,https://jwch.fzu.edu.cn/../info/1039/12843.htm,None,None,None
教学运行,关于2023年端午节放假课程调整的通知,2023-06-19,https://jwch.fzu.edu.cn/../info/1036/12842.htm,None,None,None
教学运行,关于2023-2024学年第一学期本科生学期选课的通知,2023-06-19,https://jwch.fzu.edu.cn/../info/1036/12841.htm,None,None,None
质量办,关于举办福州大学第四十三场“教学有道”研讨活动的通知,2023-06-15,https://jwch.fzu.edu.cn/../info/1040/12835.htm,None,None,None
教研教改,福州大学关于开展2023年省级一流本科课程申报推荐工作的通知,2023-06-14,https://jwch.fzu.edu.cn/../info/1037/12832.htm,附件1：福建省教育厅办公室关于开展2023年一流本科课程认定及推荐工作的通（闽教办高〔2023〕2号）.pdf,1487,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12997760
教研教改,福州大学关于公布2021级数理金融实验班学生主辅修专业及导师名单的通知,2023-06-13,https://jwch.fzu.edu.cn/../info/1037/12830.htm,None,None,None
计划科,关于公布2023-2024学年第一学期修读辅修专业学生名单的通知,2023-06-12,https://jwch.fzu.edu.cn/../info/1038/12829.htm,None,None,None
教学运行,关于2022-2023学年第二学期《大学英语（二）、（三）、（四）》课程期末考试安排的通知,2023-06-09,https://jwch.fzu.edu.cn/../info/1036/12828.htm,2202英语二、四期末考试6.18下午.xlsx,1248,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12995968
教学运行,关于2022-2023学年第二学期《工程制图A（下）、C（下）、D、F》课程期末考试安排的通知,2023-06-09,https://jwch.fzu.edu.cn/../info/1036/12827.htm,2202 工程制图 期末考试安排 6.18下午.xlsx,790,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12997452
综合科,关于转发12306手机客户端提供学生优惠资质在线核验服务的通知,2023-06-07,https://jwch.fzu.edu.cn/../info/1035/12821.htm,None,None,None
计划科,关于2023-2024学年第一学期修读辅修专业学生名单的公示,2023-06-05,https://jwch.fzu.edu.cn/../info/1038/12808.htm,None,None,None
教学运行,关于2022-2023学年第二学期《概率论与数理统计》课程期末考试安排的通知,2023-06-01,https://jwch.fzu.edu.cn/../info/1036/12807.htm,2202概率期末考6.11下午.xlsx,1046,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12993877
实践科,关于公布第二十九期本科生科研训练计划立项项目的通知,2023-05-31,https://jwch.fzu.edu.cn/../info/1039/12805.htm,None,None,None
实践科,关于公布2023年本科生创新创业实践与素质拓展学分认定结果的通知,2023-05-30,https://jwch.fzu.edu.cn/../info/1039/12804.htm,福州大学本科生创新创业实践与素质拓展学分申报汇总表.doc,3864,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12993329
实践科,关于公布福州大学第九届桥梁设计大赛获奖名单的通知,2023-05-30,https://jwch.fzu.edu.cn/../info/1039/12803.htm,None,None,None
实践科,关于公布福州大学第十三届大学生节能减排社会实践与科技竞赛暨第九届材料创新、设计及应用竞赛获奖名单的通知,2023-05-30,https://jwch.fzu.edu.cn/../info/1039/12802.htm,None,None,None
实践科,关于公布福州大学第三届大学生先进成图技术与产品信息建模创新大赛获奖名单的通知,2023-05-30,https://jwch.fzu.edu.cn/../info/1039/12801.htm,None,None,None
教学运行,关于2022-2023学年第二学期《思想道德与法治》课程期末考试安排的通知,2023-05-26,https://jwch.fzu.edu.cn/../info/1036/12798.htm,2202 思想道德与法治 随堂考安排.xlsx,1105,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12991703
教学运行,关于2022-2023学年第二学期《毛泽东思想和中国特色社会主义理论体系概论》课程期末考试安排的通知,2023-05-26,https://jwch.fzu.edu.cn/../info/1036/12797.htm,2202 毛泽东思想概论 随堂考安排.xlsx,1175,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12991684
教学运行,关于2022-2023学年第二学期《马克思主义基本原理》课程期末考试安排的通知,2023-05-26,https://jwch.fzu.edu.cn/../info/1036/12796.htm,2202 马克思主义基本原理 随堂考安排.xlsx,1584,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12991629
教学运行,关于2022-2023学年第二学期《高等数学A（中）、B（下）、C（下）》课程期末考试安排的通知,2023-05-26,https://jwch.fzu.edu.cn/../info/1036/12794.htm,2202高等数学A(中）、C（下）期末考试安排 6.11上午第二场.xlsx,1190,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12991589
教学运行,关于2022-2023学年第二学期《线性代数》、《线性代数与解析几何》课程期末考试安排的通知,2023-05-24,https://jwch.fzu.edu.cn/../info/1036/12783.htm,2202线性代数期末考试6.4下午.xlsx,1243,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12991045
教研教改,福州大学关于开展第七届远志创业实验班招生工作的通知,2023-05-22,https://jwch.fzu.edu.cn/../info/1037/12779.htm,附件1：福州大学第七届远志创业实验班招生简章.docx,1396,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12990686
质量办,关于举办福州大学第四十二场“教学有道”研讨活动的通知,2023-05-22,https://jwch.fzu.edu.cn/../info/1040/12778.htm,None,None,None
综合科,关于2022-2023学年第二学期再次开放本科生学生证和火车票优惠卡补办及火车票优惠卡更改区间的通知,2023-05-22,https://jwch.fzu.edu.cn/../info/1035/12776.htm,None,None,None
实践科,关于做好第二十七期、二十八期本科生科研训练计划项目结题工作的通知,2023-05-18,https://jwch.fzu.edu.cn/../info/1039/12775.htm,srtp项目结题附件.zip,2832,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12989484
实践科,关于做好国家、省级大学生创新创业训练计划项目结题工作的通知,2023-05-18,https://jwch.fzu.edu.cn/../info/1039/12774.htm,国创省创结题附件.zip,1676,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12989479
教材中心,关于做好2023-2024学年第一学期教材选用及征订工作的通知,2023-05-18,https://jwch.fzu.edu.cn/../info/1042/12773.htm,附件1：教育部公示马工程重点教材目录-115种-.xlsx,1614,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12989267
教学运行,关于2022-2023学年第二学期《近现代史纲要》课程期末考试安排的通知,2023-05-17,https://jwch.fzu.edu.cn/../info/1036/12771.htm,2202近现代史纲要期末考试.xlsx,1224,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12283327
教研教改,福州大学关于公布2021级数理综合班专业分流学生名单及学科导师名单的通知,2023-05-17,https://jwch.fzu.edu.cn/../info/1037/12770.htm,None,None,None
实践科,关于公布福州大学第七届网络信息安全竞赛获奖名单的通知,2023-05-17,https://jwch.fzu.edu.cn/../info/1039/12769.htm,None,None,None
质量办,关于举办福州大学第四十一场“教学有道”研讨活动的通知,2023-05-16,https://jwch.fzu.edu.cn/../info/1040/12768.htm,None,None,None
教学运行,关于2024届预计毕业生核对电子注册学历信息的通知,2023-05-16,https://jwch.fzu.edu.cn/../info/1036/12765.htm,None,None,None
计划科,关于组织申报2023-2024学年第一学期通识教育选修课的通知,2023-05-15,https://jwch.fzu.edu.cn/../info/1038/12762.htm,None,None,None
教学运行,关于2022-2023学年第二学期计算机语言类课程期末考试安排的通知,2023-05-12,https://jwch.fzu.edu.cn/../info/1036/12761.htm,2202计算机语言期末考试5.28.xlsx,1249,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12222774
质量办,关于举办福州大学第四十场“教学有道”研讨活动的通知,2023-05-12,https://jwch.fzu.edu.cn/../info/1040/12760.htm,None,None,None
质量办,关于开展2023届本科毕业生座谈会的通知,2023-05-12,https://jwch.fzu.edu.cn/../info/1040/12759.htm,None,None,None
实践科,关于公布福州大学第九届“汇仟杯”测量大赛获奖名单的通知,2023-05-08,https://jwch.fzu.edu.cn/../info/1039/12750.htm,None,None,None
计划科,2022-2023学年第二学期在校学生申请辅修专业的通知,2023-05-08,https://jwch.fzu.edu.cn/../info/1038/12749.htm,None,None,None
教研教改,福州大学关于开展2022-2023学年本科教学优秀奖评选工作的通知,2023-05-05,https://jwch.fzu.edu.cn/../info/1037/12747.htm,附件1：福州大学本科教学优秀奖评选办法.doc,1499,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12219565
质量办,关于举办福州大学第三十九场“教学有道”研讨活动的通知,2023-05-05,https://jwch.fzu.edu.cn/../info/1040/12746.htm,None,None,None
实践科,关于组织申报2023年本科生开放探索性实验项目（课程）的通知,2023-05-05,https://jwch.fzu.edu.cn/../info/1039/12745.htm,None,None,None
实践科,关于开展2023届本科毕业设计（论文）抽检送审工作的通知,2023-04-26,https://jwch.fzu.edu.cn/../info/1039/12723.htm,3附件2：2023届福州大学本科毕业设计（论文）抽检情况汇总表.xlsx,3556,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12218055
实践科,关于对2023届本科毕业设计（论文）进行查重检测的通知,2023-04-26,https://jwch.fzu.edu.cn/../info/1039/12722.htm,2附件：维普论文检测系统查重标准及格式报告说明.doc,7313,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12218050
实践科,关于试用本科毕业设计（论文）管理模块的通知,2023-04-26,https://jwch.fzu.edu.cn/../info/1039/12721.htm,1附件：福州大学本科毕业设计（论文）管理模块操作指南.doc,2624,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12218049
教学运行,关于2022-2023学年第二学期《工程制图E》课程期末考试安排的通知,2023-04-25,https://jwch.fzu.edu.cn/../info/1036/12718.htm,2202制图E期末考试5.14上午.xlsx,943,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12219851
教学运行,关于2023届预计毕业生补拍电子注册学历照片的通知,2023-04-24,https://jwch.fzu.edu.cn/../info/1036/12716.htm,附件：获得图像采集码途径.pdf,2355,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12216500
实践科,关于举办福州大学第十七届数学建模竞赛暨2023年全国大学生数学建模竞赛集训队选拔的通知,2023-04-20,https://jwch.fzu.edu.cn/../info/1039/12714.htm,None,None,None
教学运行,关于2023年五一节放假课程调整的通知,2023-04-19,https://jwch.fzu.edu.cn/../info/1036/12712.htm,None,None,None
教学运行,关于2022-2023学年第二学期《大学物理》课程半期考试安排的通知,2023-04-19,https://jwch.fzu.edu.cn/../info/1036/12711.htm,2202大物半期考5.7下午.xlsx,1035,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12215056
实践科,关于举办2023年福州大学第二十三届数学竞赛暨第十五届全国大学生数学竞赛选拔赛的通知,2023-04-17,https://jwch.fzu.edu.cn/../info/1039/12702.htm,附件3：福州大学第二十三届数学竞赛大纲.pdf,3634,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12214628
实践科,关于举办福州大学第十三届大学生节能减排社会实践与科技竞赛暨第九届材料创新、设计及应用竞赛的通知,2023-04-15,https://jwch.fzu.edu.cn/../info/1039/12701.htm,None,None,None
实践科,关于举办福州大学第二十届程序设计竞赛暨校ACM_ICPC集训队选拔赛的通知,2023-04-14,https://jwch.fzu.edu.cn/../info/1039/12695.htm,None,None,None
实践科,关于举办福州大学第七届网络信息安全竞赛的通知,2023-04-13,https://jwch.fzu.edu.cn/../info/1039/12694.htm,None,None,None
实践科,关于组织开展第十六届中国大学生计算机设计大赛校内预选赛的通知,2023-04-07,https://jwch.fzu.edu.cn/../info/1039/12673.htm,附件1：2023年（第16届）4C大赛通知（中大计赛函[2023]1号）.pdf,1615,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12212463
实践科,关于举办福州大学第三届大学生先进成图技术与产品信息建模创新大赛的通知,2023-04-07,https://jwch.fzu.edu.cn/../info/1039/12672.htm,附件2：福州大学第三届大学生先进成图技术与产品信息建模创新大赛报名表.xls,1315,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12212445
教学运行,关于2022-2023学年第二学期《高等数学》课程半期考试安排的通知,2023-04-07,https://jwch.fzu.edu.cn/../info/1036/12671.htm,2202高数半期考4.16上午.xlsx,1414,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12212349
教学运行,关于2022-2023学年第二学期《线性代数》课程半期考试安排的通知,2023-04-06,https://jwch.fzu.edu.cn/../info/1036/12667.htm,2202线代半期考4.22下午.xlsx,1167,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12212082
教学运行,关于2023年清明节放假课程调整的通知,2023-04-03,https://jwch.fzu.edu.cn/../info/1036/12666.htm,None,None,None
实践科,关于举办福州大学第十四届企业经营模拟沙盘对抗赛的通知,2023-03-31,https://jwch.fzu.edu.cn/../info/1039/12665.htm,附件：福州大学第十四届企业经营模拟沙盘对抗赛报名表.doc,1183,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12210538
实践科,关于开展2023年省级大学生学科专业竞赛项目申报工作的通知,2023-03-29,https://jwch.fzu.edu.cn/../info/1039/12660.htm,附件1：福建省高校大学生学科专业竞赛管理办法（试行）.pdf,1520,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11995879
质量办,关于正式启用福州大学课堂教学督导管理系统的通知,2023-03-27,https://jwch.fzu.edu.cn/../info/1040/12657.htm,附件：福州大学课堂教学督导管理系统操作指南（学院）.doc,1387,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11994720
实践科,关于转发福建省教育厅《关于印发_福建省高校大学生学科专业竞赛管理办法（试行）_的通知》的通知,2023-03-27,https://jwch.fzu.edu.cn/../info/1039/12656.htm,闽教规〔2023〕2号福建省教育厅关于印发《福建省高校大学生学科专业竞赛管理办法（试行）》的通知.pdf,1959,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11994703
综合科,关于召开2022-2023学年春季学期期初本科教育教学工作会议的通知,2023-03-24,https://jwch.fzu.edu.cn/../info/1035/12655.htm,None,None,None
教材中心,2023年第二届福建省高校教材联合巡展（福州大学）活动通知,2023-03-23,https://jwch.fzu.edu.cn/../info/1042/12654.htm,None,None,None
教学运行,关于做好2023年3月参军退役复学学生转专业工作的通知,2023-03-22,https://jwch.fzu.edu.cn/../info/1036/12650.htm,福州大学本科生转专业管理实施办法（暂行）.docx,1440,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11992244
计划科,关于2022-2023学年第二学期爱课程平台参加通识教育选修课学习的重要提示,2023-03-21,https://jwch.fzu.edu.cn/../info/1038/12649.htm,None,None,None
教学运行,关于做好2023-2024学年第一学期排课准备工作的通知,2023-03-21,https://jwch.fzu.edu.cn/../info/1036/12648.htm,None,None,None
实践科,关于举办2023年福州大学大学生电子设计竞赛暨全国大学生电子设计竞赛选拔赛的通知,2023-03-17,https://jwch.fzu.edu.cn/../info/1039/12646.htm,None,None,None
